# ATRAN synthetic spectrum for 2800-6000nm, unconvolved, inverse, resampled to 0.02nm.
# Input parameters: Obs Altitude: 14000 feet, Obs Latitude: 39 degrees,
# Water Vapor Overburden: 2000 microns, Std Atmosphere with: 2 Layers,
# Zenith Angle: 48 degrees, Wavelength Range: 2.8 - 6.0 microns, Smoothing R:	0 
# units Nanometer
# wavelengths in IN VACUUM
2810.440 0.9706523
2810.460 0.9539810
2810.480 0.9222987
2810.500 0.9160955
2810.520 0.9293461
2810.540 0.9525891
2810.560 0.9711308
2810.580 0.9732553
2810.600 0.9664435
2810.620 0.9680108
2810.640 0.9778137
2810.660 0.9929994
2810.680 0.9998022
2810.700 0.9999902
2810.720 0.9969554
2810.740 0.9768066
2810.760 0.9528409
2810.780 0.9393932
2810.800 0.9368454
2810.820 0.9415706
2810.840 0.9515086
2810.860 0.9650229
2810.880 0.9774809
2810.900 0.9884422
2810.920 0.9940714
2810.940 0.9939945
2810.960 0.9936321
2810.980 0.9950957
2811.000 0.9973662
2811.020 0.9987421
2811.040 0.9994522
2811.060 0.9998579
2811.080 1.0000000
2811.100 1.0000000
2811.120 1.0000000
2811.140 1.0000000
2811.160 1.0000000
2811.180 1.0000000
2811.200 1.0000000
2811.220 1.0000000
2811.240 1.0000000
2811.260 1.0000000
2811.280 1.0000000
2811.300 1.0000000
2811.320 1.0000000
2811.340 1.0000000
2811.360 1.0000000
2811.380 1.0000000
2811.400 1.0000000
2811.420 1.0000000
2811.440 0.9999487
2811.460 0.9999029
2811.480 0.9994416
2811.500 0.9975036
2811.520 0.9939431
2811.540 0.9890718
2811.560 0.9838053
2811.580 0.9800340
2811.600 0.9794345
2811.620 0.9737606
2811.640 0.9678598
2811.660 0.9693918
2811.680 0.9789623
2811.700 0.9911989
2811.720 0.9988903
2811.740 1.0000000
2811.760 1.0000000
2811.780 1.0000000
2811.800 0.9995734
2811.820 0.9906138
2811.840 0.9663958
2811.860 0.9389000
2811.880 0.9181414
2811.900 0.9116524
2811.920 0.9251846
2811.940 0.9614032
2811.960 0.9953139
2811.980 0.9992146
2812.000 0.9996655
2812.020 1.0000000
2812.040 0.9963164
2812.060 0.9607630
2812.080 0.9037388
2812.100 0.8476441
2812.120 0.8093687
2812.140 0.7840073
2812.160 0.7705266
2812.180 0.7777579
2812.200 0.8128370
2812.220 0.8117031
2812.240 0.8319342
2812.260 0.9154314
2812.280 0.9556929
2812.300 0.8604173
2812.320 0.7689433
2812.340 0.7258716
2812.360 0.7078547
2812.380 0.7039635
2812.400 0.7109256
2812.420 0.7180415
2812.440 0.7295846
2812.460 0.7555526
2812.480 0.7783207
2812.500 0.7870417
2812.520 0.8114609
2812.540 0.8506592
2812.560 0.8916269
2812.580 0.9370847
2812.600 0.9797107
2812.620 0.9984998
2812.640 1.0000000
2812.660 1.0000000
2812.680 1.0000000
2812.700 1.0000000
2812.720 0.9978670
2812.740 0.9835582
2812.760 0.9711707
2812.780 0.9770210
2812.800 0.9910572
2812.820 0.9880924
2812.840 0.9767481
2812.860 0.9432157
2812.880 0.8931220
2812.900 0.8530760
2812.920 0.8296934
2812.940 0.8218194
2812.960 0.8295511
2812.980 0.8516627
2813.000 0.8835261
2813.020 0.9047443
2813.040 0.9153880
2813.060 0.9399395
2813.080 0.9687591
2813.100 0.9882388
2813.120 0.9922212
2813.140 0.9887376
2813.160 0.9893912
2813.180 0.9966384
2813.200 0.9999549
2813.220 1.0000000
2813.240 1.0000000
2813.260 0.9999438
2813.280 0.9963673
2813.300 0.9894530
2813.320 0.9927132
2813.340 0.9994046
2813.360 1.0000000
2813.380 1.0000000
2813.400 0.9968941
2813.420 0.9885248
2813.440 0.9884130
2813.460 0.9874580
2813.480 0.9778391
2813.500 0.9640567
2813.520 0.9505700
2813.540 0.9417495
2813.560 0.9412811
2813.580 0.9465642
2813.600 0.9558520
2813.620 0.9673944
2813.640 0.9764551
2813.660 0.9846155
2813.680 0.9919655
2813.700 0.9969040
2813.720 0.9993711
2813.740 1.0000000
2813.760 1.0000000
2813.780 1.0000000
2813.800 1.0000000
2813.820 1.0000000
2813.840 1.0000000
2813.860 1.0000000
2813.880 1.0000000
2813.900 1.0000000
2813.920 1.0000000
2813.940 1.0000000
2813.960 1.0000000
2813.980 1.0000000
2814.000 1.0000000
2814.020 1.0000000
2814.040 1.0000000
2814.060 1.0000000
2814.080 1.0000000
2814.100 0.9999458
2814.120 1.0000000
2814.140 1.0000000
2814.160 1.0000000
2814.180 1.0000000
2814.200 1.0000000
2814.220 0.9995275
2814.240 0.9966964
2814.260 0.9915160
2814.280 0.9858659
2814.300 0.9811769
2814.320 0.9767962
2814.340 0.9738836
2814.360 0.9723450
2814.380 0.9720092
2814.400 0.9727284
2814.420 0.9743564
2814.440 0.9768119
2814.460 0.9800122
2814.480 0.9838719
2814.500 0.9862552
2814.520 0.9887151
2814.540 0.9917149
2814.560 0.9946788
2814.580 0.9971643
2814.600 0.9986369
2814.620 0.9995317
2814.640 0.9999355
2814.660 1.0000000
2814.680 1.0000000
2814.700 1.0000000
2814.720 1.0000000
2814.740 1.0000000
2814.760 1.0000000
2814.780 1.0000000
2814.800 1.0000000
2814.820 1.0000000
2814.840 1.0000000
2814.860 1.0000000
2814.880 1.0000000
2814.900 1.0000000
2814.920 1.0000000
2814.940 1.0000000
2814.960 1.0000000
2814.980 1.0000000
2815.000 1.0000000
2815.020 1.0000000
2815.040 1.0000000
2815.060 1.0000000
2815.080 1.0000000
2815.100 1.0000000
2815.120 1.0000000
2815.140 1.0000000
2815.160 1.0000000
2815.180 1.0000000
2815.200 1.0000000
2815.220 1.0000000
2815.240 1.0000000
2815.260 1.0000000
2815.280 1.0000000
2815.300 1.0000000
2815.320 1.0000000
2815.340 1.0000000
2815.360 1.0000000
2815.380 1.0000000
2815.400 1.0000000
2815.420 1.0000000
2815.440 1.0000000
2815.460 1.0000000
2815.480 1.0000000
2815.500 1.0000000
2815.520 1.0000000
2815.540 1.0000000
2815.560 1.0000000
2815.580 1.0000000
2815.600 1.0000000
2815.620 1.0000000
2815.640 1.0000000
2815.660 1.0000000
2815.680 1.0000000
2815.700 1.0000000
2815.720 1.0000000
2815.740 0.9995192
2815.760 0.9983340
2815.780 0.9965368
2815.800 0.9941573
2815.820 0.9913031
2815.840 0.9881388
2815.860 0.9848975
2815.880 0.9815427
2815.900 0.9776291
2815.920 0.9735541
2815.940 0.9702371
2815.960 0.9683273
2815.980 0.9691345
2816.000 0.9690933
2816.020 0.9714686
2816.040 0.9792664
2816.060 0.9906792
2816.080 0.9987369
2816.100 1.0000000
2816.120 1.0000000
2816.140 0.9999734
2816.160 0.9984118
2816.180 0.9978559
2816.200 0.9998197
2816.220 1.0000000
2816.240 0.9999756
2816.260 0.9969812
2816.280 0.9874985
2816.300 0.9795810
2816.320 0.9735823
2816.340 0.9705869
2816.360 0.9720722
2816.380 0.9772361
2816.400 0.9842765
2816.420 0.9913440
2816.440 0.9966070
2816.460 0.9991271
2816.480 0.9999073
2816.500 1.0000000
2816.520 1.0000000
2816.540 1.0000000
2816.560 1.0000000
2816.580 1.0000000
2816.600 1.0000000
2816.620 1.0000000
2816.640 1.0000000
2816.660 1.0000000
2816.680 0.9996586
2816.700 0.9986185
2816.720 0.9975876
2816.740 0.9978988
2816.760 0.9957444
2816.780 0.9977208
2816.800 0.9998684
2816.820 0.9976033
2816.840 0.9789952
2816.860 0.9541570
2816.880 0.9405776
2816.900 0.9540979
2816.920 0.9720042
2816.940 0.9287724
2816.960 0.8896040
2816.980 0.8729845
2817.000 0.8744246
2817.020 0.8765999
2817.040 0.8841522
2817.060 0.9117155
2817.080 0.9486739
2817.100 0.9863433
2817.120 0.9997191
2817.140 0.9999254
2817.160 0.9961113
2817.180 0.9895193
2817.200 0.9965442
2817.220 0.9999943
2817.240 0.9999883
2817.260 0.9939681
2817.280 0.9580056
2817.300 0.9133948
2817.320 0.8845815
2817.340 0.8768443
2817.360 0.9027495
2817.380 0.9143196
2817.400 0.8774938
2817.420 0.8722006
2817.440 0.8897833
2817.460 0.9294324
2817.480 0.9794374
2817.500 0.9988326
2817.520 0.9961336
2817.540 0.9669440
2817.560 0.9316071
2817.580 0.9184478
2817.600 0.9103150
2817.620 0.9098228
2817.640 0.9186801
2817.660 0.9347235
2817.680 0.9560800
2817.700 0.9804479
2817.720 0.9975421
2817.740 1.0000000
2817.760 0.9999124
2817.780 0.9974670
2817.800 0.9925410
2817.820 0.9880062
2817.840 0.9871390
2817.860 0.9892731
2817.880 0.9924190
2817.900 0.9953591
2817.920 0.9975747
2817.940 0.9989571
2817.960 0.9996525
2817.980 0.9999177
2818.000 1.0000000
2818.020 1.0000000
2818.040 1.0000000
2818.060 1.0000000
2818.080 1.0000000
2818.100 1.0000000
2818.120 1.0000000
2818.140 1.0000000
2818.160 1.0000000
2818.180 1.0000000
2818.200 1.0000000
2818.220 1.0000000
2818.240 1.0000000
2818.260 1.0000000
2818.280 1.0000000
2818.300 1.0000000
2818.320 1.0000000
2818.340 1.0000000
2818.360 1.0000000
2818.380 0.9999309
2818.400 0.9997506
2818.420 0.9994074
2818.440 0.9987254
2818.460 0.9971349
2818.480 0.9948443
2818.500 0.9921092
2818.520 0.9891684
2818.540 0.9864101
2818.560 0.9844626
2818.580 0.9831330
2818.600 0.9810642
2818.620 0.9810826
2818.640 0.9790107
2818.660 0.9787838
2818.680 0.9801812
2818.700 0.9831198
2818.720 0.9875208
2818.740 0.9929965
2818.760 0.9981914
2818.780 0.9999499
2818.800 1.0000000
2818.820 0.9996966
2818.840 0.9990708
2818.860 0.9992115
2818.880 0.9996025
2818.900 0.9998862
2818.920 1.0000000
2818.940 1.0000000
2818.960 1.0000000
2818.980 1.0000000
2819.000 1.0000000
2819.020 1.0000000
2819.040 1.0000000
2819.060 1.0000000
2819.080 1.0000000
2819.100 1.0000000
2819.120 1.0000000
2819.140 1.0000000
2819.160 1.0000000
2819.180 1.0000000
2819.200 1.0000000
2819.220 1.0000000
2819.240 1.0000000
2819.260 1.0000000
2819.280 1.0000000
2819.300 1.0000000
2819.320 1.0000000
2819.340 1.0000000
2819.360 1.0000000
2819.380 1.0000000
2819.400 1.0000000
2819.420 1.0000000
2819.440 1.0000000
2819.460 1.0000000
2819.480 1.0000000
2819.500 1.0000000
2819.520 0.9999343
2819.540 0.9997132
2819.560 0.9992136
2819.580 0.9984809
2819.600 0.9979996
2819.620 0.9987742
2819.640 0.9998098
2819.660 0.9994658
2819.680 0.9972886
2819.700 0.9937914
2819.720 0.9927724
2819.740 0.9950065
2819.760 0.9835797
2819.780 0.9689395
2819.800 0.9583570
2819.820 0.9511114
2819.840 0.9456168
2819.860 0.9406453
2819.880 0.9369893
2819.900 0.9350444
2819.920 0.9348247
2819.940 0.9361578
2819.960 0.9395812
2819.980 0.9436634
2820.000 0.9499193
2820.020 0.9580016
2820.040 0.9693079
2820.060 0.9820581
2820.080 0.9901361
2820.100 0.9902439
2820.120 0.9882779
2820.140 0.9896831
2820.160 0.9934289
2820.180 0.9973997
2820.200 0.9996508
2820.220 1.0000000
2820.240 1.0000000
2820.260 1.0000000
2820.280 0.9999411
2820.300 0.9999349
2820.320 1.0000000
2820.340 1.0000000
2820.360 1.0000000
2820.380 1.0000000
2820.400 1.0000000
2820.420 1.0000000
2820.440 1.0000000
2820.460 1.0000000
2820.480 1.0000000
2820.500 1.0000000
2820.520 1.0000000
2820.540 1.0000000
2820.560 1.0000000
2820.580 1.0000000
2820.600 1.0000000
2820.620 1.0000000
2820.640 1.0000000
2820.660 1.0000000
2820.680 1.0000000
2820.700 1.0000000
2820.720 1.0000000
2820.740 1.0000000
2820.760 1.0000000
2820.780 1.0000000
2820.800 1.0000000
2820.820 1.0000000
2820.840 1.0000000
2820.860 1.0000000
2820.880 1.0000000
2820.900 1.0000000
2820.920 1.0000000
2820.940 1.0000000
2820.960 1.0000000
2820.980 1.0000000
2821.000 1.0000000
2821.020 1.0000000
2821.040 1.0000000
2821.060 1.0000000
2821.080 1.0000000
2821.100 1.0000000
2821.120 0.9998340
2821.140 0.9995094
2821.160 0.9994379
2821.180 0.9995247
2821.200 0.9992883
2821.220 0.9993761
2821.240 0.9996954
2821.260 0.9999458
2821.280 1.0000000
2821.300 1.0000000
2821.320 1.0000000
2821.340 1.0000000
2821.360 1.0000000
2821.380 1.0000000
2821.400 1.0000000
2821.420 1.0000000
2821.440 1.0000000
2821.460 1.0000000
2821.480 1.0000000
2821.500 1.0000000
2821.520 1.0000000
2821.540 1.0000000
2821.560 1.0000000
2821.580 1.0000000
2821.600 1.0000000
2821.620 1.0000000
2821.640 1.0000000
2821.660 1.0000000
2821.680 1.0000000
2821.700 1.0000000
2821.720 1.0000000
2821.740 1.0000000
2821.760 1.0000000
2821.780 1.0000000
2821.800 1.0000000
2821.820 1.0000000
2821.840 1.0000000
2821.860 1.0000000
2821.880 1.0000000
2821.900 1.0000000
2821.920 1.0000000
2821.940 1.0000000
2821.960 1.0000000
2821.980 1.0000000
2822.000 1.0000000
2822.020 1.0000000
2822.040 1.0000000
2822.060 1.0000000
2822.080 1.0000000
2822.100 0.9999432
2822.120 0.9996792
2822.140 0.9990399
2822.160 0.9980379
2822.180 0.9968829
2822.200 0.9960510
2822.220 0.9957754
2822.240 0.9961017
2822.260 0.9970456
2822.280 0.9982737
2822.300 0.9992985
2822.320 0.9998520
2822.340 1.0000000
2822.360 1.0000000
2822.380 1.0000000
2822.400 1.0000000
2822.420 1.0000000
2822.440 1.0000000
2822.460 1.0000000
2822.480 1.0000000
2822.500 1.0000000
2822.520 1.0000000
2822.540 1.0000000
2822.560 1.0000000
2822.580 1.0000000
2822.600 1.0000000
2822.620 1.0000000
2822.640 1.0000000
2822.660 1.0000000
2822.680 1.0000000
2822.700 1.0000000
2822.720 1.0000000
2822.740 1.0000000
2822.760 1.0000000
2822.780 0.9996300
2822.800 0.9978847
2822.820 0.9933216
2822.840 0.9851904
2822.860 0.9729397
2822.880 0.9580545
2822.900 0.9418189
2822.920 0.9243355
2822.940 0.9100797
2822.960 0.9008144
2822.980 0.8866575
2823.000 0.8611617
2823.020 0.8491316
2823.040 0.8582050
2823.060 0.8926119
2823.080 0.8721464
2823.100 0.8104549
2823.120 0.7711666
2823.140 0.7477746
2823.160 0.7323955
2823.180 0.7226662
2823.200 0.7185982
2823.220 0.7214046
2823.240 0.7340190
2823.260 0.7656359
2823.280 0.8331317
2823.300 0.9362751
2823.320 0.9618030
2823.340 0.8866409
2823.360 0.8416101
2823.380 0.8514654
2823.400 0.8945482
2823.420 0.9520564
2823.440 0.9924424
2823.460 0.9999837
2823.480 1.0000000
2823.500 1.0000000
2823.520 0.9989211
2823.540 0.9834390
2823.560 0.9595416
2823.580 0.9621500
2823.600 0.9877832
2823.620 0.9572776
2823.640 0.8501331
2823.660 0.7608283
2823.680 0.7085631
2823.700 0.6906853
2823.720 0.7180128
2823.740 0.7972977
2823.760 0.7860534
2823.780 0.7225701
2823.800 0.6937358
2823.820 0.6519275
2823.840 0.6081691
2823.860 0.5770973
2823.880 0.5594912
2823.900 0.5557598
2823.920 0.5612150
2823.940 0.5790420
2823.960 0.6189558
2823.980 0.6963127
2824.000 0.8371409
2824.020 0.9627354
2824.040 0.9571344
2824.060 0.9692617
2824.080 0.9175026
2824.100 0.8600540
2824.120 0.7437489
2824.140 0.6694143
2824.160 0.6458778
2824.180 0.6465073
2824.200 0.6628399
2824.220 0.6983692
2824.240 0.7515592
2824.260 0.8327073
2824.280 0.9266126
2824.300 0.9806308
2824.320 0.9902554
2824.340 0.9740725
2824.360 0.9216623
