30359.3895  3292.925471  2.054 Th I   P
30347.2271  3294.245237  2.199 Th II  P
30318.4250  3297.374831  2.235 Th II  P
30314.2102  3297.833304  2.413 Th II  P
30312.2198  3298.049858  3.155 Th I   P
30255.4500  3304.238360  4.213 Th I   P
30245.6993  3305.303626  3.154 Th I   P
30210.6737  3309.135852  2.162 Th II  P
30208.5778  3309.365450  3.553 Th I   P
30196.9806  3310.636460  2.602 Th I   P
30195.3689  3310.813173  1.999 Th I   P
30174.7973  3313.070388  2.413 Th I   P
30126.4254  3318.390131  2.347 Th I   P
30112.6324  3319.910160  2.922 Th I   P
30107.4982  3320.476319  3.109 Th I   P
30092.8441  3322.093322  2.938 Th I   P
30068.7744  3324.752706  3.102 Th II  P
30065.4463  3325.120752  3.520 Th II  P
30053.2947  3326.465259  2.168 Th II  P
30046.7200  3327.193167  3.231 Th I   P
30023.8434  3329.728397  2.920 Th I   P
30017.0950  3330.477007  4.075 Th I   P
29993.2128  3333.128998  3.738 Th I   P
29979.9452  3334.604120  3.127 Th II  P
29974.2366  3335.239216  2.538 Th I   P
29950.6096  3337.870357  3.093 Th II  P
29945.8845  3338.397050  2.300 Th II  P
29925.0136  3340.725458  2.884 Th I   P
29897.3836  3343.812927  1.736 Th II  P
29872.8784  3346.555999  2.441 Th II  P
29865.3125  3347.403823  2.187 Th I   P
29831.2280  3351.228617  3.419 Th II  P
29807.0374  3353.948473  2.171 Th II  P
29804.9835  3354.179605  2.821 Th II  P
29796.7530  3355.106131  3.072 Th I   P
29789.0622  3355.972365  1.714 Th II  P
29779.4280  3357.058119  1.830 Th II  P
29777.8576  3357.235167  1.865 Th II  P
29765.7395  3358.601994  3.260 Th II  P
29750.0478  3360.373550  2.279 Th II  P
29744.5185  3360.998240  3.315 Th I   P
29742.7517  3361.197899  2.890 Th I   P
29729.6761  3362.676256  2.342 Th II  P
29707.9319  3365.137587  2.744 Th I   P
29686.3666  3367.582229  3.104 Th I   P
29621.3426  3374.974894  3.722 Th I   P
29589.7942  3378.573379  2.947 Th II  P
29587.7771  3378.803715  1.995 Th II  P
29585.2700  3379.090049  1.816 Th II  P
29569.7860  3380.859541  3.437 Th I   P
29545.9588  3383.586106  2.223 Th I   P
29533.6841  3384.992426  1.892 Th II  P
29528.9807  3385.531607  2.833 Th II  P
29520.5312  3386.500660  2.788 Th II  P
29518.2424  3386.763253  1.893 Th II  P
29508.1594  3387.920553  2.976 Th I   P
29494.7292  3389.463266  3.325 Th I   P
29493.1867  3389.640541  2.957 Th II  P
29472.3683  3392.034957  3.741 Th II  P
29461.9818  3393.230819  1.989 Th II  P
29460.3264  3393.421494  2.555 Th I   P
29455.3662  3393.992954  2.541 Th I   P
29448.3899  3394.797014  2.403 Th II  P
29445.6545  3395.112389  1.776 Th II  P
29431.6512  3396.727801  3.664 Th I   P
29424.8225  3397.516114  3.982 Th I   P
29415.9159  3398.544852  3.943 Th I   P
29385.8133  3402.026404  2.410 Th II  P
29377.3549  3403.005954  1.533 Th II  P
29355.3376  3405.558381  3.657 Th I   P
29327.8540  3408.749883  3.714 Th I   P
29323.3806  3409.269918  2.388 Th II  P
29252.7846  3417.497794  3.223 Th I   P
29241.8521  3418.775515  2.834 Th II  P
29238.4502  3419.173303  2.692 Th II  P
29221.0446  3421.210006  4.094 Th I   P
29197.3230  3423.989681  4.078 Th I   P
29163.2216  3427.993575  1.707 Th II  P
29154.6693  3428.999181  3.759 Th I   P
29151.3531  3429.389270  2.151 Th II  P
29130.7870  3431.810465  2.349 Th II  P
29095.4624  3435.977129  3.466 Th II  P
29084.2051  3437.307095  4.233 Th I   P
29070.3082  3438.950331  2.849 Th II  P
29066.5182  3439.398751  3.394 Th I   P
29049.9139  3441.364697  2.345 Th II  P
29048.5457  3441.526792  2.449 Th I   P
29039.6673  3442.579014  3.380 Th I   P
29025.5533  3444.253057  1.992 Th I   P
29017.4301  3445.217278  2.473 Th II  P
29012.9933  3445.744152  2.468 Th II  P
29006.2313  3446.547456  2.833 Th I   P
28986.0369  3448.948718  2.585 Th I   P
28983.1936  3449.287076  2.273 Th II  P
28969.2486  3450.947518  1.977 Th II  P
28962.9135  3451.702372  3.538 Th I   P
28954.6955  3452.682073  2.542 Th II  P
28932.9877  3455.272624  1.649 Th II  P
28930.1373  3455.613072  2.665 Th I   P
28923.2017  3456.441731  1.871 Th II  P
28917.9526  3457.069153  3.325 Th I   P
28884.9540  3461.018679  4.164 Th I   P
28883.2969  3461.217251  4.011 Th I   P
28869.6740  3462.850565  2.904 Th II  P
28862.4300  3463.719710  2.534 Th II  P
28835.9810  3466.896805  2.071 Th II  P
28824.9815  3468.219799  3.045 Th II  P
28815.6293  3469.345454  3.866 Th I   P
28810.8515  3469.920804  3.543 Th II  P
28805.4832  3470.567491  2.951 Th I   P
28801.8895  3471.000537  2.959 Th I   P
28793.9360  3471.959330  3.060 Th I   P
28764.2878  3475.538088  1.941 Th II  P
28746.3718  3477.704260  2.191 Th II  P
28740.0972  3478.463542  2.160 Th II  P
28730.0113  3479.684721  2.908 Th I   P
28726.9749  3480.052529  2.851 Th I   P
28719.1315  3481.002984  1.732 Th II  P
28693.7685  3484.080004  2.027 Th II  P
28686.6588  3484.943524  1.763 Th I   P
28682.3078  3485.472192  1.733 Th II  P
28654.6718  3488.833855  2.871 Th I   P
28651.7951  3489.184152  2.926 Th I   P
28649.1394  3489.507600  3.137 Th I   P
28629.5112  3491.900053  2.682 Th I   P
28598.3921  3495.699846  3.423 Th I   P
28589.3072  3496.810716  3.608 Th I   P
28582.1525  3497.686065  1.978 Th II  P
28574.5146  3498.621016  3.467 Th I   P
28551.3801  3501.455948  2.471 Th II  P
28532.3939  3503.785976  3.061 Th I   P
28518.4910  3505.494138  2.224 Th II  P
28513.2964  3506.132793  2.453 Th I   P
28509.1252  3506.645794  2.374 Th I   P
28507.4486  3506.852035  1.881 Th II  P
28428.6133  3516.577158  1.736 Th II  P
28426.6155  3516.824308  2.179 Th II  P
28413.8527  3518.404024  3.679 Th I   P
28392.4246  3521.059481  3.222 Th I   P
28372.7099  3523.506150  3.175 Th I   P
28370.6777  3523.758548  2.718 Th I   P
28367.2952  3524.178731  2.324 Th I   P
28347.5446  3526.634204  3.262 Th I   P
28342.0142  3527.322379  2.673 Th I   P
28333.2648  3528.411658  2.880 Th I   P
28325.4434  3529.385973  2.842 Th I   P
28316.3872  3530.514780  3.332 Th I   P
28308.8840  3531.450561  3.331 Th I   P
28264.6553  3536.976754  1.980 Th I   P
28263.1930  3537.159758  2.488 Th II  P
28254.7834  3538.212569  1.824 Th II  P
28245.9245  3539.322306  2.934 Th II  P
28243.8101  3539.587276  3.561 Th II  P
28241.7930  3539.840089  2.793 Th I   P
28227.6325  3541.615914  2.088 Th II  P
28224.8131  3541.969699  1.663 Th II  P
28208.5011  3544.017956  3.369 Th I   P
28164.1743  3549.595944  3.479 Th I   P
28158.6492  3550.292441  1.944 Th II  P
28149.8525  3551.401923  3.636 Th I   P
28136.3179  3553.110325  2.544 Th II  P
28121.2554  3555.013520  3.507 Th I   P
28115.7897  3555.704633  2.972 Th I   P
28110.9688  3556.314437  1.904 Th II  P
28037.7306  3565.604254  2.451 Th I   P
28024.6873  3567.263810  4.042 Th I   P
28006.1862  3569.620438  2.109 Th II  P
28004.6169  3569.820475  3.488 Th I   P
28000.4031  3570.357715  2.697 Th I   P
27999.0993  3570.523976  2.503 Th I   P
27990.8750  3571.573099  2.090 Th II  P
27977.9771  3573.219647  2.350 Th II  P
27963.0566  3575.126295  2.958 Th I   P
27946.7244  3577.215674  1.821 Th II  P
27943.7270  3577.599396  2.279 Th I   P
27933.1839  3578.949763  2.705 Th I   P
27909.3270  3582.009135  2.488 Th II  P
27892.4573  3584.175638  3.550 Th I   P
27849.1494  3589.749503  3.528 Th I   P
27847.2515  3589.994165  2.888 Th I   P
27840.0306  3590.925332  2.629 Th I   P
27837.4764  3591.254823  2.390 Th I   P
27835.9449  3591.452414  3.596 Th I   P
27827.9280  3592.487098  1.727 Th II  P
27815.3538  3594.111161  2.027 Th II  P
27808.5881  3594.985616  2.840 Th I   P
27803.6994  3595.617736  3.212 Th I   P
27784.3644  3598.119977  4.102 Th I   P
27781.2396  3598.524701  2.422 Th I   P
27771.9840  3599.724018  2.918 Th I   P
27766.5206  3600.432327  2.815 Th I   P
27756.1963  3601.771594  2.369 Th I   P
27745.1609  3603.204207  2.799 Th II  P
27729.8507  3605.193661  2.847 Th I   P
27712.9423  3607.393345  1.801 Th II  P
27701.5136  3608.881673  2.216 Th I   P
27697.1889  3609.445187  3.520 Th II  P
27684.0333  3611.160461  2.671 Th I   P
27674.3237  3612.427480  4.268 Th I   P
27670.9598  3612.866647  3.786 Th I   P
27653.6150  3615.132757  3.223 Th II  P
27648.1271  3615.850348  2.689 Th I   P
27645.6236  3616.177796  2.593 Th I   P
27634.2086  3617.671589  2.674 Th I   P
27628.9255  3618.363366  3.243 Th I   P
27627.1419  3618.596972  2.077 Th I   P
27622.4478  3619.211926  2.873 Th I   P
27610.0378  3620.838712  3.009 Th I   P
27595.1255  3622.795452  3.506 Th I   P
27582.3613  3624.472007  3.055 Th I   P
27573.5669  3625.628038  3.203 Th II  P
27508.4284  3634.213564  1.831 Th II  P
27505.6384  3634.582206  3.698 Th I   P
27500.6470  3635.241904  2.191 Th II  P
27499.3037  3635.419485  2.499 Th II  P
27490.6286  3636.566730  1.997 Th II  P
27477.3870  3638.319271  3.283 Th I   P
27474.9313  3638.644471  3.219 Th I   P
27468.8732  3639.446974  2.824 Th II  P
27447.7416  3642.249004  4.333 Th I   P
27445.3009  3642.572916  3.080 Th I   P
27438.2247  3643.512345  3.344 Th I   P
27435.8704  3643.825007  2.459 Th I   P
27429.1800  3644.713816  1.883 Th II  P
27427.1739  3644.980407  1.876 Th I   P
27404.9754  3647.932982  2.241 Th I   P
27398.0489  3648.855241  1.760 Th II  P
27395.0881  3649.249611  2.810 Th II  P
27387.9210  3650.204603  2.013 Th I   P
27370.4307  3652.537225  2.379 Th II  P
27356.0169  3654.461786  3.135 Th I   P
27339.3192  3656.693835  3.589 Th I   P
27336.6163  3657.055400  2.533 Th I   P
27323.5167  3658.808733  3.389 Th I   P
27317.3897  3659.629386  4.280 Th I   P
27299.8304  3661.983328  2.728 Th I   P
27290.7448  3663.202503  3.838 Th I   P
27276.0122  3665.181162  1.521 Th II  P
27262.6238  3666.981142  3.211 Th I   P
27257.8614  3667.621842  2.421 Th I   P
27228.7746  3671.539836  3.364 Th I   P
27223.1362  3672.300297  3.089 Th I   P
27221.4944  3672.521789  2.782 Th I   P
27212.0713  3673.793557  2.734 Th II  P
27207.4431  3674.418515  1.826 Th I   P
27203.9450  3674.891013  3.050 Th I   P
27202.1227  3675.137204  3.250 Th I   P
27198.9377  3675.567575  3.328 Th II  P
27197.2969  3675.789326  3.165 Th I   P
27196.0395  3675.959279  2.931 Th I   P
27190.6369  3676.689687  1.943 Th II  P
27169.5418  3679.544434  3.100 Th I   P
27168.3157  3679.710495  2.934 Th II  P
27162.8738  3680.447719  3.200 Th I   P
27140.4166  3683.493166  2.491 Th I   P
27129.8129  3684.932899  2.761 Th I   P
27124.9979  3685.587034  2.303 Th I   P
27109.6765  3687.670047  2.385 Th II  P
27107.3677  3687.984143  2.951 Th I   P
27087.9796  3690.623869  3.906 Th I   P
27082.1982  3691.411749  3.571 Th I   P
27080.7137  3691.614109  3.182 Th I   P
27073.7298  3692.566417  3.686 Th I   P
27068.7382  3693.247361  2.196 Th I   P
27053.7834  3695.288968  3.102 Th I   P
27048.7710  3695.973758  2.339 Th II  P
27041.0371  3697.030856  2.172 Th II  P
27035.8247  3697.743648  2.841 Th I   P
27033.1744  3698.106179  3.466 Th I   P
27020.2084  3699.880809  3.079 Th I   P
27013.7501  3700.765379  2.284 Th II  P
27012.1965  3700.978233  3.604 Th I   P
26998.4415  3702.863833  2.067 Th II  P
26995.7726  3703.229921  3.433 Th I   P
26991.8047  3703.774325  3.423 Th I   P
26970.0114  3706.767261  3.803 Th I   P
26937.0430  3711.304110  2.808 Th II  P
26934.7292  3711.622934  3.316 Th I   P
26904.0060  3715.861553  2.395 Th I   P
26878.1606  3719.434728  4.607 Th I   P
26865.3005  3721.215223  3.440 Th I   P
26860.8958  3721.825450  3.652 Th II  P
26850.3317  3723.289817  2.019 Th II  P
26845.7886  3723.919923  2.296 Th I   P
26819.1993  3727.612014  3.155 Th I   P
26817.1077  3727.902757  3.946 Th I   P
26799.3832  3730.368368  3.415 Th I   P
26780.5956  3732.985429  3.027 Th I   P
26775.6680  3733.672438  3.205 Th I   P
26748.1581  3737.512535  3.502 Th I   P
26742.1140  3738.357288  2.155 Th I   P
26724.2582  3740.855132  2.370 Th II  P
26721.9158  3741.183057  3.844 Th II  P
26709.4913  3742.923393  3.926 Th I   P
26687.7644  3745.970638  3.327 Th I   P
26676.5955  3747.539032  2.787 Th II  P
26640.8391  3752.568973  3.198 Th II  P
26639.2671  3752.790420  2.423 Th I   P
26636.0613  3753.242101  2.967 Th I   P
26626.4775  3754.593057  2.794 Th II  P
26622.0880  3755.212137  3.312 Th I   P
26614.4198  3756.294123  3.023 Th I   P
26604.5041  3757.694157  3.458 Th I   P
26599.0330  3758.467089  3.572 Th I   P
26597.3403  3758.706290  2.924 Th I   P
26576.1426  3761.704389  2.538 Th I   P
26571.1120  3762.416594  1.973 Th II  P
26542.6773  3766.447304  2.568 Th I   P
26528.6712  3768.435890  1.984 Th II  P
26517.2713  3770.055998  3.648 Th I   P
26508.0267  3771.370827  4.259 Th I   P
26501.9405  3772.236947  2.133 Th II  P
26499.0399  3772.649869  3.079 Th I   P
26491.2628  3773.757441  2.459 Th II  P
26473.6290  3776.271162  3.299 Th I   P
26426.4527  3783.012697  2.576 Th II  P
26424.4709  3783.296425  2.935 Th II  P
26408.3869  3785.600691  2.644 Th II  L
26392.1220  3787.933732  1.813 Th I   L
26389.1559  3788.359497  1.998 Th II  L
26372.2018  3790.795014  3.237 Th I   L
26358.7442  3792.730469  2.524 Th I   L
26351.2040  3793.815763  2.055 Th I   L
26348.8766  3794.150875  1.996 Th II  L
26345.0781  3794.697945  2.444 Th I   L
26325.9555  3797.454398  1.656 Th II  L
26321.4562  3798.103527  2.813 Th I   L
26306.9471  3800.198363  2.475 Th I   L
26305.7426  3800.372370  1.856 Th II  L
26304.2448  3800.588763  1.619 Th II  L
26291.5787  3802.419762  2.120 Th I   L
26280.7633  3803.984627  2.783 Th I   L
26275.8319  3804.698560  1.983 Th I   L
26258.0668  3807.272730  2.216 Th I   L
26253.9192  3807.874216  2.669 Th II  L
26252.1632  3808.128934  1.860 Th II  L
26240.4050  3809.835378  1.961 Th II  L
26232.4173  3810.995489  2.862 Th I   L
26222.7678  3812.397900  2.209 Th I   L
26218.1600  3813.067943  2.764 Th II  L
26213.0241  3813.815043  2.626 Th I   L
26204.6986  3815.026758  1.732 Th II  L
26200.9992  3815.565429  2.607 Th I   L
26179.5937  3818.685274  3.170 Th I   L
26165.1560  3820.792436  2.993 Th I   L
26160.7846  3821.430886  2.432 Th II  L
26149.5868  3823.067356  2.806 Th I   L
26127.0249  3826.368830  2.660 Th I   L
26113.2683  3828.384620  4.231 Th I   L
26101.8429  3830.060435  2.598 Th I   L
26096.9831  3830.773695  3.813 Th I   L
26083.2625  3832.788843  1.638 Th II  L
26063.3952  3835.710528  2.480 Th I   L
26054.4708  3837.024398  1.684 Th I   L
26048.6931  3837.875485  3.518 Th I   L
26028.8583  3840.800127  2.870 Th I   L
26020.9984  3841.960320  2.731 Th II  L
26017.0035  3842.550255  1.797 Th I   L
25991.9848  3846.249004  1.736 Th II  L
25989.4324  3846.626761  2.101 Th I   L
25982.7281  3847.619324  2.166 Th I   L
25967.2603  3849.911264  2.107 Th I   L
25965.7638  3850.133154  1.997 Th II  L
25952.2693  3852.135168  3.175 Th I   L
25946.7229  3852.958630  1.619 Th II  L
25936.2783  3854.510257  2.812 Th II  L
25916.1224  3857.508124  1.967 Th II  L
25876.5601  3863.405946  2.806 Th II  L
25853.1232  3866.908367  2.548 Th I   L
25834.7182  3869.663262  2.922 Th I   L
25811.4755  3873.147903  3.029 Th I   L
25806.9833  3873.822102  4.029 Th I   L
25804.1748  3874.243737  3.317 Th I   L
25800.0554  3874.862342  3.678 Th I   L
25794.8355  3875.646477  2.533 Th I   L
25770.7504  3879.268711  2.461 Th I   L
25769.5614  3879.447701  2.166 Th I   L
25768.2567  3879.644138  3.184 Th I   L
25755.9433  3881.498950  1.758 Th II  L
25751.6630  3882.144129  1.918 Th II  L
25750.4701  3882.323983  1.685 Th I   L
25740.8965  3883.767924  1.684 Th I   L
25727.6449  3885.768405  2.267 Th II  L
25700.2779  3889.906259  1.893 Th I   L
25688.2598  3891.726166  2.286 Th I   L
25675.5551  3893.651916  2.350 Th I   L
25670.5659  3894.408678  1.529 Th II  L
25663.9063  3895.419264  3.515 Th I   L
25627.9931  3900.878145  2.803 Th II  L
25626.1904  3901.152563  1.755 Th II  L
25622.8451  3901.661916  2.679 Th I   L
25613.3896  3903.102286  3.132 Th I   L
25610.9012  3903.481532  2.393 Th I   L
25599.7231  3905.186018  2.377 Th II  L
25584.2801  3907.543305  2.093 Th I   L
25576.3924  3908.748399  2.244 Th I   L
25573.8392  3909.138646  2.496 Th I   L
25564.7987  3910.521068  1.845 Th I   L
25563.1480  3910.773586  2.160 Th I   L
25544.3901  3913.645438  2.095 Th I   L
25530.0188  3915.848553  2.143 Th I   L
25526.3105  3916.417436  3.771 Th I   L
25520.7614  3917.269011  2.604 Th I   L
25478.2881  3923.799400  3.286 Th I   L
25458.4058  3926.863849  2.044 Th I   L
25456.3800  3927.176351  2.007 Th II  L
25440.2317  3929.669203  3.805 Th II  L
25423.6872  3932.226498  2.146 Th II  L
25419.2603  3932.911332  3.552 Th I   L
25392.6051  3937.039891  2.350 Th II  L
25338.1112  3945.507354  2.594 Th II  L
25336.1017  3945.820294  2.469 Th II  L
25326.4079  3947.330600  3.031 Th I   L
25306.7596  3950.395397  4.173 Th I   L
25304.1363  3950.804941  2.510 Th I   L
25252.2220  3958.927319  1.852 Th I   L
25249.8455  3959.299941  3.184 Th I   L
25229.9674  3962.419438  2.724 Th I   L
25219.7171  3964.029968  2.479 Th I   L
25198.3452  3967.392112  3.949 Th I   L
25188.1226  3969.002322  2.863 Th II  L
25183.9165  3969.665214  2.427 Th I   L
25165.0632  3972.639300  2.952 Th I   L
25141.1703  3976.414779  2.422 Th II  L
25113.7625  3980.754517  2.336 Th II  L
25111.5425  3981.106438  2.503 Th II  L
25106.9908  3981.828197  2.424 Th I   L
25105.2604  3982.102662  2.473 Th II  L
25092.7073  3984.094828  2.089 Th I   L
25090.9473  3984.374301  1.547 Th II  L
25087.7666  3984.879451  2.569 Th I   L
25064.3649  3988.600082  2.519 Th II  L
25062.8250  3988.845145  2.275 Th II  L
25052.4792  3990.492442  3.271 Th I   L
25044.7055  3991.731075  3.031 Th I   L
25041.3029  3992.273486  2.115 Th II  L
25027.0350  3994.549534  3.658 Th II  L
25017.5649  3996.061659  2.622 Th II  L
25013.7597  3996.669562  2.345 Th I   L
24999.4809  3998.952364  2.670 Th I   L
24991.1813  4000.280454  2.837 Th I   L
24988.2678  4000.746866  1.658 Th I   L
24986.3248  4001.057991  3.317 Th I   L
24981.1076  4001.893615  3.350 Th I   L
24973.5436  4003.105728  2.343 Th II  L
24961.1525  4005.092975  3.273 Th I   L
24955.7383  4005.961904  2.326 Th I   L
24953.1298  4006.380689  2.381 Th II  L
24941.7398  4008.210288  3.623 Th I   L
24916.9845  4012.192585  1.845 Th I   L
24915.1040  4012.495421  3.871 Th I   L
24901.3213  4014.716342  3.049 Th I   L
24873.9836  4019.128807  4.270 Th II  L
24866.4038  4020.353942  2.681 Th I   L
24861.4850  4021.149380  2.184 Th I   L
24857.7687  4021.750576  2.207 Th I   L
24838.9216  4024.802230  3.328 Th I   L
24807.9560  4029.826137  3.019 Th I   L
24801.7013  4030.842436  4.129 Th I   L
24780.7756  4034.246283  2.468 Th II  L
24769.7144  4036.047864  4.394 Th I   L
24766.5384  4036.565449  3.382 Th II  L
24756.3349  4038.229190  2.793 Th I   L
24754.9389  4038.456911  2.110 Th I   L
24746.3070  4039.865616  2.783 Th I   L
24738.1153  4041.203396  2.758 Th II  L
24724.7067  4043.395046  3.678 Th I   L
24715.3442  4044.926781  2.367 Th I   L
24713.5117  4045.226715  2.382 Th I   L
24707.2508  4046.251809  2.047 Th I   L
24703.7503  4046.825165  1.881 Th I   L
24702.3170  4047.059991  1.540 Th I   L
24684.7231  4049.944572  3.199 Th I   L
24675.2516  4051.499156  2.414 Th I   L
24658.1933  4054.302003  2.499 Th I   L
24645.4323  4056.401297  1.580 Th I   L
24644.0068  4056.635931  1.795 Th I   L
24636.0819  4057.940889  2.164 Th I   L
24628.1196  4059.252861  3.413 Th I   L
24613.7360  4061.625023  1.982 Th I   L
24602.9416  4063.407073  3.540 Th I   L
24597.3455  4064.331561  3.042 Th I   L
24587.9221  4065.889258  1.631 Th I   L
24584.6286  4066.433958  1.440 Th I   L
24578.4816  4067.450978  3.221 Th I   L
24575.9092  4067.876740  1.746 Th II  L
24572.3162  4068.471566  1.671 Th I   L
24567.9059  4069.201920  3.292 Th II  L
24564.5319  4069.760850  1.956 Th II  L
