# Westinhouse Lamp linelist; vacuum wavelengths
# https://noirlab.edu/science/documents/scidoc2213
#
0  3006.9314 1 ThII
0  3012.7078 1 ThII
0  3015.7252 1 ThII
0  3017.1322 1 ThII
0  3018.4899 1 ThII
0  3019.4219 1 ThII
0  3030.4877 1 ThI
0  3033.5083 1 ArII
0  3038.5987 1 ThII
0  3046.9513 1 ThII
0  3047.8163 1 ThI
0  3049.0924 1 ThII
0  3060.4389 1 ThI
0  3067.7294 1 ThII
0  3068.9075 1 ThI
0  3072.1150 1 ThII
0  3072.8252 1 ThII
0  3075.0565 1 ThII
0  3078.8280 1 ThII
0  3080.2170 1 ThII
0  3090.0937 1 ThII
0  3093.4019 1 ArII
0  3097.2672 1 ThII
0  3100.9382 1 ThII
0  3102.6639 1 ThII
0  3105.7474 1 ThII
0  3107.0261 1 ThII
0  3108.2968 1 ThII
0  3110.0209 1 ThII
0  3116.2630 1 ThII
0  3117.6840 1 ThII
0  3119.5262 1 ThII
0  3120.8808 1 ThI
0  3122.9634 1 ThII
0  3124.3874 1 ThII
0  3134.4257 1 ThII
0  3136.2161 1 ThI
0  3136.8293 1 ThI
0  3140.2720 1 ThI
0  3141.8472 1 ThII
0  3142.8356 1 ThII
0  3145.6370 1 ThI
0  3146.0434 1 ThII
0  3147.4486 1 ThI
0  3150.4551 1 ThII
0  3151.6466 1 ThII
0  3154.3009 1 ThII
0  3155.8302 1 ThII
0  3156.4006 1 ThII
0  3161.3726 1 ArII
0  3167.5606 1 ThII
0  3169.6685 1 ArII
0  3171.2755 1 ThI
0  3172.1112 1 Th
0  3173.4266 1 ThI
0  3174.2043 1 ThII
0  3175.7257 1 ThII
0  3176.1671 1 ThI
0  3178.2433 1 ThI
0  3179.0482 1 ThII
0  3180.1937 1 ThII
0  3181.0376 1 ArII
0  3181.6722 1 Th
0  3204.3210 1 ArII
0  3210.3088 1 ThII
0  3211.1943 1 ThI
0  3212.0220 1 Th
0  3213.5741 1 ThII
0  3215.7781 1 ThII
0  3220.3508 1 ThII
0  3229.0096 1 ThII
0  3230.8679 1 ThII
0  3235.8400 1 Th
0  3238.1157 1 ThII
0  3238.9343 1 ThI
0  3243.6887 1 ArII
0  3244.4488 1 ThI
0  3245.7603 1 ThII
0  3249.8003 1 ArII
0  3251.9159 1 ThI
0  3252.9644 1 Th
0  3253.8659 1 ThI
0  3254.8099 1 ThII
0  3256.2738 1 ThII
0  3257.3667 1 ThI
0  3258.1054 1 ThI
0  3259.0608 1 ThI
0  3259.6164 1 ThII
0  3260.9417 1 ThII
0  3262.6684 1 ThII
0  3265.5778 1 ThII
0  3271.1199 1 Th
0  3271.8912 1 ThI
0  3272.0268 1 ThI 
0  3273.9157 1 ThII
0  3275.0676 1 ThII 
0  3276.1712 1 Th
0  3280.3713 1 ThII 
0  3281.0488 1 ThI
0  3281.2731 1 Th
0  3281.7016 1 ArII
0  3282.6166 1 Th 
0  3282.9795 1 ThII
0  3285.7525 1 ThI 
0  3286.5829 1 ThII
0  3287.7893 1 ThII 
0  3290.5996 1 Th
0  3291.7394 1 ThII 
0  3292.5209 1 ThII
0  3293.2257 1 Th
0  3293.9481 1 ThII
0  3294.2452 1 ThII
0  3296.6073 1 ThII
0  3297.3748 1 ThII
0  3297.8333 1 ThII
0  3298.0498 1 ThI 
0  3299.6687 1 ThII
0  3301.6511 1 ThI
0  3304.2383 1 ThI
0  3305.3036 1 ThI 
0  3307.2283 1 ArII
0  3308.4740 1 Th
0  3309.3654 1 ThI
0  3310.1988 1 Th 
0  3313.6784 1 Th
0  3314.8268 1 ThII 
0  3319.9101 1 ThI
0  3320.3004 1 ThII
0  3320.4763 1 ThI
0  3321.4508 1 ThII 
0  3321.5741 1 ThI
0  3322.0933 1 ThI 
0  3324.7527 1 ThII
0  3325.1207 1 ThII
0  3326.4652 1 ThII
0  3327.1931 1 ThI 
0  3329.7284 1 ThI
0  3330.4770 1 ThI 
0  3333.1290 1 ThI
0  3334.6041 1 ThII 
0  3335.0639 1 ThII
0  3336.1618 1 ThII 
0  3337.8703 1 ThII 
0  3338.3970 1 ThII
0  3340.7254 1 ThI 
0  3343.1644 1 ThI
0  3343.6183 1 ThII
0  3345.1709 1 ThI
0  3345.8804 1 Th
0  3346.5560 1 ThII 
0  3346.9648 1 ThI
0  3347.9923 1 Th
0  3348.7684 1 ThI
0  3350.3514 1 ThI
0  3350.9243 1 ArII
0  3351.2286 1 ThII
0  3353.9484 1 ThII
0  3354.1796 1 ThII
0  3354.6185 1 ThII
0  3355.1061 1 ThI
0  3355.2587 1 ThII
0  3355.5631 1 ThII
0  3358.6020 1 ThII 
0  3359.7569 1 ThII
0  3360.3735 1 ThII
0  3360.9982 1 ThI
0  3361.1979 1 ThI
0  3361.6190 1 ThII 
0  3361.7367 1 ThII
0  3362.6762 1 ThII
0  3364.6855 1 ThII 
0  3365.1376 1 ThI
0  3365.3383 1 ThI 
0  3366.5171 1 ThII
0  3367.5822 1 ThI
0  3367.8189 1 ThII
0  3371.7967 1 ThII
0  3372.8230 1 Th 
0  3373.4925 1 ThI
0  3374.5814 1 ThII
0  3374.9749 1 ThI
0  3376.4359 1 ArII
0  3378.5734 1 ThII
0  3380.8595 1 ThI 
0  3383.1068 1 ThII
0  3385.5316 1 ThII 
0  3386.5006 1 ThII
0  3387.9205 1 ThI
0  3388.5309 1 ArII
0  3389.4632 1 ThI
0  3389.6405 1 ThII
0  3390.3681 1 Th
0  3391.8713 1 ThI
0  3392.0349 1 ThII 
0  3393.4215 1 ThI
0  3393.9929 1 ThI
0  3394.7970 1 ThII
0  3396.7278 1 ThI 
0  3397.5161 1 ThI
0  3398.5448 1 ThI 
0  3401.7110 1 ThI
0  3402.0264 1 ThII
0  3402.6952 1 ThII 
0  3404.6508 1 ThII
0  3405.5584 1 ThI 
0  3406.2418 1 ThII
0  3407.8302 1 ThI
0  3408.7499 1 ThI
0  3409.2699 1 ThII
0  3410.0756 1 ThI 
0  3413.0130 1 ThI
0  3415.8846 1 ThI 
0  3417.4978 1 ThI
0  3418.7755 1 ThII
0  3419.1733 1 ThII
0  3421.2100 1 ThI 
0  3422.6561 1 ThI 
0  3423.1290 1 Th 
0  3423.9897 1 ThI 
0  3425.4348 1 ThI
0  3425.9436 1 ThII
0  3427.0923 1 ThI 
0  3428.6221 1 ThI
0  3428.7144 1 ThI
0  3428.9992 1 ThI 
0  3430.4175 1 Th
0  3431.8104 1 ThII 
0  3433.9988 1 ThII 
0  3434.7271 1 ThI 
0  3435.9771 1 ThII 
0  3436.7272 1 ThI 
0  3437.3071 1 ThI 
0  3438.9503 1 ThII
0  3439.3987 1 ThI 
0  3439.7118 1 ThII
0  3441.0359 1 ThII
0  3441.3647 1 ThII
0  3441.5268 1 ThI
0  3442.5790 1 ThI 
0  3445.2173 1 ThII
0  3445.7441 1 ThII
0  3446.5474 1 ThI 
0  3448.9487 1 ThI
0  3449.2871 1 ThII
0  3449.6448 1 ThII
0  3451.7023 1 ThI 
0  3452.6820 1 ThII 
0  3454.0952 1 ArII
0  3455.6130 1 ThI 
0  3457.0691 1 ThI 
0  3461.0187 1 ThI
0  3461.2172 1 ThI
0  3462.8505 1 ThII 
0  3463.7197 1 ThII
0  3464.1272 1 ArII
0  3465.0626 1 ThI 
0  3465.7650 1 ThII 
0  3466.5383 1 ThI
0  3466.6459 1 ThI
0  3468.2198 1 ThII 
0  3469.3454 1 ThI 
0  3469.9208 1 ThII 
0  3470.5675 1 ThI
0  3471.0005 1 ThI
0  3471.2186 1 ThI 
0  3471.9593 1 ThI 
0  3476.3852 1 ThI
0  3476.7474 1 ArII
0  3477.7042 1 ThII
0  3478.2324 1 ArII
0  3478.4635 1 ThII
0  3479.1725 1 ThII 
0  3479.6847 1 ThI
0  3480.0525 1 ThI
0  3480.5055 1 ArII
0  3482.5482 1 ThII
0  3482.7613 1 ThII 
0  3484.0800 1 ThII 
0  3485.2124 1 ThII
0  3486.5512 1 ThI 
0  3487.8436 1 ThII
0  3488.8338 1 ThI
0  3489.1841 1 ThI
0  3489.5076 1 ThI 
0  3490.4524 1 ThII
0  3490.8733 1 ArII
0  3491.2439 1 ArII
0  3491.5360 1 ArII 
0  3491.9000 1 ThI 
0  3493.2513 1 Th
0  3493.5185 1 ThII 
0  3495.6998 1 ThI 
0  3496.0604 1 Th
0  3496.8107 1 ThI 
0  3497.2628 1 ThII
0  3498.0098 1 ThII 
0  3498.6210 1 ThI 
0  3499.6829 1 Th
0  3499.8218 1 ThI
0  3499.9866 1 ThII
0  3500.1032 1 Th
0  3501.4559 1 ThII
0  3501.8666 1 ThI 
0  3502.9637 1 ThI
0  3503.6144 1 ThII
0  3503.7859 1 ThI
0  3505.4941 1 ThII
0  3506.1328 1 ThI
0  3506.6458 1 ThI
0  3507.5464 1 Th
0  3509.0889 1 ThI
0  3509.7785 1 ArII
0  3511.1574 1 ThI 
0  3511.5620 1 ThII 
0  3512.7425 1 ThII
0  3514.3877 1 ArII
0  3514.9621 1 ThII
0  3516.3545 1 Th
0  3516.8243 1 ThII
0  3518.4040 1 ThI 
0  3518.8858 1 ThI
0  3519.9936 1 ArII
0  3521.0595 1 ThI
0  3521.2601 1 ArII
0  3523.5061 1 ThI 
0  3523.7585 1 ThI
0  3524.1787 1 ThI
0  3524.7091 1 ThI
0  3526.6342 1 ThI 
0  3527.0005 1 Th
0  3527.3224 1 ThI
0  3528.4116 1 ThI 
0  3528.8202 1 ThII
0  3528.9544 1 ThII 
0  3529.3859 1 ThI 
0  3530.5148 1 ThI 
0  3531.4505 1 ThI 
0  3533.1826 1 ThI 
0  3535.3196 1 ArII
0  3536.0108 1 ThI 
0  3537.1597 1 ThII
0  3539.3223 1 ThII
0  3539.5872 1 ThII 
0  3539.8401 1 ThI
0  3541.6159 1 ThII
0  3542.4979 1 ThI 
0  3543.1475 1 ArII
0  3544.0179 1 ThI 
0  3545.2851 1 ThII
0  3545.5956 1 ArII
0  3545.8450 1 ArII 
0  3547.3376 1 ThI 
0  3547.9175 1 Th
0  3548.5144 1 ArII
0  3549.5959 1 ThI 
0  3550.7184 1 ThI
0  3551.4019 1 ThI
0  3553.1103 1 ThII
0  3554.3058 1 AI
0  3555.0135 1 ThI
0  3555.7046 1 ThI
0  3556.3144 1 ThII
0  3556.9041 1 ArII
0  3557.4645 1 ThII
0  3559.5081 1 ArII
0  3561.0304 1 ArII
0  3561.7809 1 ThI
0  3562.1930 1 ArII 
0  3565.0298 1 ArII
0  3565.6042 1 ThI
0  3567.0471 1 ThII
0  3567.2638 1 ThI
0  3567.6564 1 ArI
0  3569.6204 1 ThII
0  3569.8204 1 ThI
0  3570.3577 1 ThI
0  3570.5239 1 ThI
0  3571.5731 1 ThII
0  3572.3923 1 ThII 
0  3573.2196 1 ThII
0  3575.1263 1 ThI
0  3575.3018 1 ThI
0  3575.3224 1 ThII
0  3576.6156 1 ArII
0  3577.5994 1 ThI
0  3578.9497 1 ThI
0  3579.4575 1 Th
0  3580.2314 1 ThII
0  3581.6084 1 ArII
0  3581.7579 1 ThI
0  3582.0091 1 ThII
0  3582.3546 1 ArII
0  3583.1022 1 ThI 
0  3584.1756 1 ThI 
0  3585.0509 1 ThII
0  3585.7702 1 ThII
0  3588.4407 1 ArII
0  3589.1538 1 ThII
0  3589.3603 1 ThII
0  3589.7495 1 ThI
0  3589.9941 1 ThI
0  3590.5250 1 Th
0  3590.9253 1 ThI
0  3591.4524 1 ThI 
0  3592.7794 1 ThI 
0  3594.1111 1 ThII
0  3594.7216 1 Th
0  3594.9856 1 ThI
0  3595.6177 1 ThI
0  3597.4955 1 Th
0  3598.1199 1 ThI
0  3598.5247 1 ThI
0  3599.7240 1 ThI 
0  3600.4323 1 ThI
0  3601.0344 1 ThII
0  3601.5093 1 ArII
0  3601.7716 1 ThI
0  3603.2042 1 ThII
0  3604.0656 1 ThI
0  3604.6819 1 Th
0  3605.1936 1 ThI
0  3605.8792 1 ArII
0  3606.0909 1 ThI
0  3606.2481 1 Th
0  3606.5218 1 ArI
0  3607.3933 1 ThII
0  3608.3770 1 Th
0  3609.2251 1 ThII
0  3609.4452 1 ThII
0  3610.3971 1 ThII
0  3611.1604 1 ThI
0  3612.4275 1 ThI
0  3612.8666 1 ThI
0  3613.7795 1 ThII
0  3614.0097 1 ThII
0  3614.2133 1 Th
0  3614.3534 1 ThI
0  3615.1327 1 ThII
0  3615.8503 1 ThI
0  3616.1778 1 ThI
0  3617.1173 1 ThII
0  3617.6716 1 ThI
0  3618.3633 1 ThI
